암호화요양기호,요양기관명,종별코드,종별코드명,설립구분코드,설립구분코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원링크,개설일자,일반입원실상급병상수,일반입원실일반병상수,성인중환자병상수,소아중환자병상수,신생아중환자병상수,분만실병상수,수술실병상수,응급실병상수,물리치료실병상수,정신과폐쇄상급병상수,정신과폐쇄일반병상수,격리병실병상수,무균치료실병상수,Latitude,Longitude
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz,연세대학교 원주세브란스기독병원,1,상급종합,4,학교법인,320000,강원,320400,원주시,,26426,"강원특별자치도 원주시 일산로 20-0,  (일산동)",033-741-0114,,19770501,37,643,89,0,25,2,17,30,17,0,24,40,4,37.3481049,127.9452476
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,중앙대학교병원,1,상급종합,4,학교법인,110000,서울,110008,동작구,,6973,"서울특별시 동작구 흑석로 102, (흑석동)",1800-1114,,20041201,25,620,53,0,17,5,14,25,10,0,26,44,2,37.5070482,126.9608627
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,강원대학교병원,11,종합병원,3,공립,320000,강원,320500,춘천시,효자동,24289,"강원특별자치도 춘천시 백령로 156, (효자동)",033-258-2000,,19820708,38,484,33,8,15,4,11,30,15,0,16,26,0,37.8749245,127.7445472
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,한양대학교병원,1,상급종합,4,학교법인,110000,서울,110011,성동구,,4763,"서울특별시 성동구 왕십리로 222-1, (사근동)",02-2290-8114,,19720424,25,692,57,0,20,3,16,34,14,0,16,25,10,37.5623475,127.0468637
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,인제대학교일산백병원,11,종합병원,4,학교법인,310000,경기,311902,고양일산서구,,10380,"경기도 고양시 일산서구 주화로 170, (대화동)",031-910-7114,,19991206,24,513,59,0,13,3,14,40,28,0,16,2,0,37.6742058,126.7505688
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz,세란병원,11,종합병원,12,개인,110000,서울,110016,종로구,,3030,"서울특별시 종로구 통일로 256, (무악동)",02-737-0181,,19870424,11,200,0,0,0,0,8,10,11,0,0,0,0,37.575178,126.9574751
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,해남우리종합병원,11,종합병원,12,개인,360000,전남,360021,해남군,,59021,"전라남도 해남군 옥천면 해남로 597, ()",061-530-7000,,20070525,15,379,25,0,0,0,2,15,36,0,60,0,0,34.5841115,126.6464966
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,명주병원,11,종합병원,12,개인,310000,경기,312003,용인처인구,,17050,"경기도 용인시 처인구 금령로39번길 8-6, (김량장동)",1522-8119,,20220603,1,196,16,0,0,0,6,20,16,0,0,16,0,37.2356731,127.2007782
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,참조은병원,11,종합병원,12,개인,310000,경기,312600,광주시,,12756,"경기도 광주시 광주대로 45, (경안동)",1600-9955,,20101118,6,228,20,0,0,0,7,20,27,0,0,2,0,37.4109712,127.2602023
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,한국원자력의학원원자력병원,11,종합병원,3,공립,110000,서울,110022,노원구,,1812,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",02-970-2114,,19851129,15,441,24,0,0,1,10,12,3,0,0,1,2,37.6294332,127.0826468
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz,포항성모병원,11,종합병원,9,재단법인,370000,경북,370701,포항남구,,37661,"경상북도 포항시 남구 대잠동길 17,  (대잠동)",054-272-0151,,19770531,45,428,37,0,0,4,9,36,18,0,0,8,0,36.0165197,129.3397267
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,경상북도포항의료원,11,종합병원,3,공립,370000,경북,370702,포항북구,,37688,"경상북도 포항시 북구 용흥로 36,  (용흥동)",054-247-0551,,19780727,3,212,10,0,0,1,3,10,10,0,54,10,0,36.0350887,129.3546948
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,대구가톨릭대학교병원,1,상급종합,4,학교법인,230000,대구,230001,대구남구,,42472,"대구광역시 남구 두류공원로17길 33, (대명동)",053-650-3000,,19800812,65,692,55,0,37,3,18,28,15,2,18,3,2,35.8442021,128.5679873
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz,하남성심병원,11,종합병원,12,개인,240000,광주,240004,광주광산구,,62338,"광주광역시 광산구 용아로 259,  (산정동)",062-953-6000,,19930308,30,231,10,0,0,0,4,20,20,0,0,0,0,35.1666305,126.8010298
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDQjJDgz,한국보훈복지의료공단 대구보훈병원,11,종합병원,5,특수법인,230000,대구,230007,대구달서구,,42835,"대구광역시 달서구 월곡로 60, (도원동)",053-630-7000,,19930210,13,420,23,0,0,1,6,14,15,0,0,3,0,35.8028681,128.5521272
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNzEjJDEjJDgjJDgz,의료법인구의료재단 구병원,11,종합병원,11,의료법인,230000,대구,230007,대구달서구,,42644,"대구광역시 달서구 감삼북길 141, (감삼동)",053-560-9114,,20070104,11,167,0,0,0,0,7,11,1,0,0,0,0,35.8506043,128.5414515
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz,서남대학교병원,11,종합병원,4,학교법인,240000,광주,240001,광주동구,불로동,61488,"광주광역시 동구 천변우로 415,  (불로동)",062-224-0671,,19830415,0,122,0,0,0,1,2,10,6,0,0,0,0,35.1454843,126.9148319
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNTEjJDEjJDYjJDgz,의료법인해민의료재단 세안종합병원,11,종합병원,11,의료법인,360000,전남,360300,목포시,,58618,"전라남도 목포시 고하대로 795-2, (연산동)",061-260-6700,,20080707,1,124,19,0,0,0,2,9,10,0,208,0,0,34.8168779,126.380155
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz,계명대학교동산병원,1,상급종합,4,학교법인,230000,대구,230007,대구달서구,,42601,"대구광역시 달서구 달구벌대로 1035, (신당동)",1577-6622,,19680406,68,775,53,5,39,6,24,40,22,0,20,8,4,35.8552487,128.4893299
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,동래봉생병원,11,종합병원,12,개인,210000,부산,210003,부산동래구,,47889,"부산광역시 동래구 안연로109번길 27, (안락동)",051-531-6000,,19900601,14,227,14,0,0,0,5,10,20,0,0,0,0,35.196895,129.0961192
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인한마음의료재단 여수제일병원,11,종합병원,11,의료법인,360000,전남,360500,여수시,,59677,"전라남도 여수시 쌍봉로 70,  (학동)",061-689-8123,,19980110,28,337,19,0,0,1,6,10,30,0,0,0,0,34.7630541,127.663526
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,학교법인성균관대학삼성창원병원,1,상급종합,4,학교법인,380000,경남,380701,창원마산회원구,,51353,"경상남도 창원시 마산회원구 팔용로 158, (합성동, 삼성창원병원)",055-233-8899,,19810311,59,611,58,0,24,7,15,40,17,0,0,10,0,35.2422558,128.5924638
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz,의료법인 양진의료재단 평택성모병원,11,종합병원,11,의료법인,310000,경기,311200,평택시,,17825,"경기도 평택시 평택로 284, (세교동)",1800-8800,,20150129,36,315,18,0,0,0,7,22,20,0,0,0,0,37.0083963,127.074141
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,미래로21병원,11,종합병원,12,개인,240000,광주,240003,광주서구,,62045,"광주광역시 서구 화운로 1,  (화정동)",062-450-1000,,20040305,4,188,8,0,0,0,3,10,18,0,0,0,0,35.1410722,126.8852895
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,의료법인 오성의료재단 동군산병원,11,종합병원,11,의료법인,350000,전북,350100,군산시,,54033,"전라북도 군산시 조촌로 149,  (조촌동)",063-440-0300,,20040604,27,236,18,0,0,0,6,23,10,0,0,0,0,35.9775333,126.7371977
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 플러스의료재단 단원병원,11,종합병원,11,의료법인,310000,경기,311101,안산단원구,,15457,"경기도 안산시 단원구 원포공원1로 20, 동의성단원병원 (초지동)",031-8040-6600,,20080301,16,262,15,0,0,0,5,16,26,0,0,6,0,37.300218,126.8132508
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,첨단종합병원,11,종합병원,12,개인,240000,광주,240004,광주광산구,,62274,"광주광역시 광산구 첨단중앙로170번길 59,  (쌍암동)",062-601-8000,,20021112,35,378,24,0,0,0,5,25,20,1,48,1,0,35.2211805,126.8451489
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,강원특별자치도강릉의료원,11,종합병원,3,공립,320000,강원,320100,강릉시,남문동,25535,"강원특별자치도 강릉시 경강로 2007, 2007 (남문동)",033-610-1200,,19830701,4,118,8,0,0,0,2,6,8,0,0,25,0,37.7494389,128.8890473
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,경북대학교병원,1,상급종합,5,특수법인,230000,대구,230006,대구중구,,41944,"대구광역시 중구 동덕로 130, (삼덕동2가, 경북대학교병원)",053-200-5114,,19100907,44,716,87,0,13,2,24,34,15,1,19,18,2,35.8664376,128.6044603
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz,경상북도김천의료원,11,종합병원,3,공립,370000,경북,370300,김천시,,39579,"경상북도 김천시 모암길 24,  (모암동)",054-432-8901,,19660426,20,253,15,0,0,0,5,18,16,0,0,8,0,36.1224526,128.1266775
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,오산한국병원,11,종합병원,12,개인,310000,경기,311800,오산시,,18144,"경기도 오산시 밀머리로1번길 16, (원동)",031-379-8300,,20090105,20,257,20,0,0,1,5,20,20,0,0,2,0,37.1412009,127.0752589
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,순천향대학교 부속 구미병원,11,종합병원,4,학교법인,370000,경북,370200,구미시,,39371,"경상북도 구미시 1공단로 179,  (공단동)",054-468-9114,,19790918,15,300,17,0,0,2,6,20,8,0,0,1,0,36.1029197,128.3826798
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,칠곡경북대학교병원,1,상급종합,3,공립,230000,대구,230003,대구북구,,41404,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임살실습동 1~11층 포함) (학정동)",053-200-2000,,20101029,54,778,37,8,31,7,34,41,15,0,20,19,12,35.9561644,128.5653029
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNjEjJDEjJDQjJDgz,에스포항병원,11,종합병원,12,개인,370000,경북,370701,포항남구,,37659,"경상북도 포항시 남구 희망대로 352,  (이동)",054-289-9000,,20081029,10,229,15,0,0,1,4,7,31,0,0,0,0,36.0404737,129.3201656
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,의료법인동춘의료재단문경제일병원,11,종합병원,11,의료법인,370000,경북,370800,문경시,,36986,"경상북도 문경시 당교3길 25,  (모전동)",054-550-7700,,19810605,5,479,36,0,0,0,3,20,18,1,161,7,0,36.5847071,128.189277
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,안동성소병원,11,종합병원,9,재단법인,370000,경북,370400,안동시,,36690,"경상북도 안동시 서동문로 99,  (금곡동)",054-850-8114,,19810625,38,330,34,0,0,2,6,20,20,0,186,6,0,36.5692336,128.7210497
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,미즈메디병원,11,종합병원,11,의료법인,110000,서울,110003,강서구,,7639,"서울특별시 강서구 강서로 295, (내발산동)",02-2007-1000,,20000124,42,66,0,0,0,15,6,5,2,0,0,0,0,37.5524944,126.8333061
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,의료법인은성의료재단좋은선린병원,11,종합병원,11,의료법인,370000,경북,370702,포항북구,,37725,"경상북도 포항시 북구 대신로 43,  (대신동)",054-245-5000,,19790623,1,280,14,0,0,0,3,12,16,0,0,0,0,36.048046,129.3671193
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,영주적십자병원,11,종합병원,3,공립,370000,경북,370500,영주시,,36058,"경상북도 영주시 대학로 327-0, 영주적십자병원",054-630-0100,,20180502,12,124,10,0,0,0,3,10,8,0,0,4,0,36.8252312,128.604632
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,삼일병원,11,종합병원,12,개인,230000,대구,230007,대구달서구,,42818,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",053-659-3100,,20080721,8,191,0,0,0,0,4,15,25,0,0,1,0,35.8325265,128.553612
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,더블유병원,11,종합병원,12,개인,230000,대구,230007,대구달서구,,42642,"대구광역시 달서구 달구벌대로 1632, (감삼동)",053-550-5000,,20080912,12,249,0,0,0,0,8,7,12,0,0,0,0,35.8526106,128.544912
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,계명대학교대구동산병원,11,종합병원,4,학교법인,230000,대구,230006,대구중구,,41931,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",053-250-8114,,20190329,50,206,9,0,0,0,3,14,6,0,0,0,0,35.8687011,128.5834786
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,부민병원,11,종합병원,11,의료법인,110000,서울,110003,강서구,,7590,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",1577-7582,,20110414,9,271,12,0,0,1,7,11,37,0,0,3,0,37.556895,126.850927
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 영서의료재단 천안충무병원,11,종합병원,11,의료법인,340000,충남,340201,천안서북구,,31181,"충청남도 천안시 서북구 다가말3길 8,  (쌍용동)",041-570-7555,,19960501,6,329,29,0,0,1,5,21,19,0,0,0,0,36.7974752,127.1316312
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz,이화여자대학교의과대학부속서울병원,11,종합병원,4,학교법인,110000,서울,110003,강서구,,7804,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",1522-7000,,20181226,76,629,72,0,19,2,19,32,15,0,0,2,4,37.557596,126.8361761
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,학교법인 을지학원 의정부을지대학교병원,11,종합병원,4,학교법인,310000,경기,310800,의정부시,,11759,"경기도 의정부시 동일로 712, 을지대학교 의정부캠퍼스 및 부속병원 (금오동)",031-951-1000,,20201123,27,474,55,0,5,16,12,48,20,2,20,3,4,37.7526554,127.0519847
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,광주현대병원,11,종합병원,12,개인,240000,광주,240002,광주북구,,61063,"광주광역시 북구 설죽로 291,  (용봉동)",062-570-0114,,19980603,20,212,0,0,0,0,7,10,31,0,0,0,0,35.1856552,126.8979835
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,부천우리병원,11,종합병원,12,개인,310000,경기,310300,부천시,,14466,"경기도 부천시 소사로 726, 지하4층~지상5층 (원종동)",032-672-4100,,20070416,3,124,8,0,0,0,2,10,13,0,0,0,0,37.5208607,126.8051958
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,고려대학교의과대학부속구로병원,1,상급종합,4,학교법인,110000,서울,110005,구로구,,8308,"서울특별시 구로구 구로동로 148, 고려대부속구로병원 (구로동)",02-2626-1114,,19830831,64,857,90,0,20,5,22,42,11,0,30,4,26,37.4934185,126.8822815
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인 인당의료재단 부민병원,11,종합병원,11,의료법인,210000,부산,210005,부산북구,,46555,"부산광역시 북구 만덕대로 59, (덕천동)",051-330-3000,,20030102,8,346,19,0,0,1,8,12,23,0,0,1,0,35.2118661,129.0112476
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,(의)영문의료재단 다보스병원,11,종합병원,11,의료법인,310000,경기,312003,용인처인구,,17063,"경기도 용인시 처인구 백옥대로1082번길 18, 다보스종합병원 (김량장동)",031-8021-2114,,20081224,1,224,25,0,0,0,6,20,18,0,0,0,0,37.2314675,127.2113666
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,동아병원,11,종합병원,12,개인,240000,광주,240005,광주남구,,61656,"광주광역시 남구 대남대로 238,  (백운동)",062-650-2500,,19950613,8,267,0,0,0,0,6,10,20,0,0,1,0,35.1381659,126.8983239
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz,의료법인 갈렌의료재단 박병원,11,종합병원,11,의료법인,310000,경기,311200,평택시,,17784,"경기도 평택시 송탄로 33, (장당동)",031-666-2600,,20030120,0,134,9,0,0,0,2,9,15,0,0,10,0,37.048219,127.056992
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,경상북도안동의료원,11,종합병원,3,공립,370000,경북,370400,안동시,,36694,"경상북도 안동시 태사2길 55,  (북문동)",054-850-6000,,19810831,11,206,10,0,0,0,4,10,25,0,0,19,0,36.567983,128.7322407
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,성남시의료원,11,종합병원,3,공립,310000,경기,310401,성남수정구,,13290,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",031-738-7000,,20191107,9,232,30,0,0,0,8,29,16,0,0,28,0,37.4448723,127.138907
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,부산대학교병원,1,상급종합,3,공립,210000,부산,210006,부산서구,,49241,"부산광역시 서구 구덕로 179, (아미동1가)",240-7000,,19810827,64,929,105,0,20,12,26,37,26,1,18,28,12,35.100389,129.0191219
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz,인제대학교 해운대백병원,11,종합병원,4,학교법인,210000,부산,210009,부산해운대구,,48108,"부산광역시 해운대구 해운대로 875, (좌동)",051-797-0100,,20100210,84,700,57,0,23,6,19,38,1,0,15,7,4,35.1844545,129.1742446
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,의료법인 온그룹의료재단 온종합병원,11,종합병원,11,의료법인,210000,부산,210004,부산진구,,47261,"부산광역시 부산진구 가야대로 719, 767, 721, 본관 지하3~5층, 본관 6~11층 전부, 본관 12층 일부, 본관 13~14층 전부, (당감동)",051-607-0133,,20100226,31,627,35,0,0,1,4,27,20,0,0,7,0,35.1576679,129.0500572
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,구포성심병원,11,종합병원,12,개인,210000,부산,210005,부산북구,,46581,"부산광역시 북구 낙동대로 1786, (구포동)",051-330-2001,,19830419,2,241,0,0,0,0,4,10,21,0,0,0,0,35.2096984,129.004708
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,동남권원자력의학원,11,종합병원,3,공립,210000,부산,210100,부산기장군,,46033,"부산광역시 기장군 장안읍 좌동길 40, ()",051-720-5114,,20100414,13,203,8,0,0,0,11,10,4,0,0,1,0,35.3211073,129.2438784
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,고신대학교복음병원,11,종합병원,4,학교법인,210000,부산,210006,부산서구,,49267,"부산광역시 서구 감천로 262, (암남동)",990-6114,,19740226,46,708,70,0,18,7,13,29,13,0,14,10,4,35.0815997,129.0131757
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,인제대학교부산백병원,1,상급종합,4,학교법인,210000,부산,210004,부산진구,,47392,"부산광역시 부산진구 복지로 75, 진사로83번길 75, 진사로83번길 81, 1층(일부), 3층 (개금동)",051-890-6114,,19790601,15,631,56,0,35,4,17,35,20,0,20,20,4,35.144127,129.0186157
